$GNRMC,211041.00,A,4024.98796,N,00340.22512,W,0.027,,010218,,,D*7B
$GNRMC,211042.00,A,4024.98775,N,00340.22511,W,0.033,,010218,,,D*73
$GNRMC,211043.00,A,4024.98754,N,00340.22509,W,0.026,,010218,,,D*7C
$GNRMC,211044.00,A,4024.98744,N,00340.22505,W,0.040,,010218,,,D*76
$GNRMC,211045.00,A,4024.98737,N,00340.22501,W,0.081,,010218,,,D*7A
$GNRMC,211046.00,A,4024.98732,N,00340.22496,W,0.091,,010218,,,D*72
$GNRMC,211047.00,A,4024.98729,N,00340.22492,W,0.018,,010218,,,D*7C
$GNRMC,211048.00,A,4024.98725,N,00340.22488,W,0.017,,010218,,,D*7B
$GNRMC,211049.00,A,4024.98718,N,00340.22485,W,0.029,,010218,,,D*74
$GNRMC,211050.00,A,4024.98709,N,00340.22481,W,0.008,,010218,,,D*7B
$GNRMC,211051.00,A,4024.98698,N,00340.22478,W,0.065,,010218,,,D*7E
$GNRMC,211052.00,A,4024.98691,N,00340.22474,W,0.075,,010218,,,D*79
$GNRMC,211053.00,A,4024.98686,N,00340.22471,W,0.074,,010218,,,D*7A
$GNRMC,211054.00,A,4024.98676,N,00340.22469,W,0.032,,010218,,,D*79
$GNRMC,211055.00,A,4024.98667,N,00340.22464,W,0.057,,010218,,,D*76
$GNRMC,211056.00,A,4024.98657,N,00340.22461,W,0.009,,010218,,,D*78
$GNRMC,211057.00,A,4024.98651,N,00340.22459,W,0.080,,010218,,,D*75
$GNRMC,211058.00,A,4024.98645,N,00340.22455,W,0.055,,010218,,,D*7B
$GNRMC,211059.00,A,4024.98640,N,00340.22451,W,0.018,,010218,,,D*72
$GNRMC,211100.00,A,4024.98635,N,00340.22446,W,0.038,,010218,,,D*79
$GNRMC,211101.00,A,4024.98632,N,00340.22441,W,0.074,,010218,,,D*70
$GNRMC,211102.00,A,4024.98630,N,00340.22437,W,0.111,,010218,,,D*72
$GNRMC,211103.00,A,4024.98626,N,00340.22434,W,0.005,,010218,,,D*73
$GNRMC,211104.00,A,4024.98617,N,00340.22430,W,0.040,,010218,,,D*73
$GNRMC,211105.00,A,4024.98607,N,00340.22427,W,0.116,,010218,,,D*77
$GNRMC,211106.00,A,4024.98596,N,00340.22422,W,0.076,,010218,,,D*7D
$GNRMC,211107.00,A,4024.98587,N,00340.22418,W,0.050,,010218,,,D*71
$GNRMC,211108.00,A,4024.98577,N,00340.22414,W,0.088,,010218,,,D*78
$GNRMC,211109.00,A,4024.98569,N,00340.22409,W,0.025,,010218,,,D*7D
$GNRMC,211110.00,A,4024.98558,N,00340.22405,W,0.031,,010218,,,D*7E
$GNRMC,211111.00,A,4024.98546,N,00340.22400,W,0.032,,010218,,,D*76
$GNRMC,211112.00,A,4024.98537,N,00340.22396,W,0.053,,010218,,,D*7C
$GNRMC,211113.00,A,4024.98535,N,00340.22394,W,0.047,,010218,,,D*78
$GNRMC,211114.00,A,4024.98536,N,00340.22391,W,0.121,,010218,,,D*78
$GNRMC,211115.00,A,4024.98538,N,00340.22388,W,0.008,,010218,,,D*75
$GNRMC,211116.00,A,4024.98539,N,00340.22385,W,0.047,,010218,,,D*71
$GNRMC,211117.00,A,4024.98540,N,00340.22383,W,0.019,,010218,,,D*73
$GNRMC,211118.00,A,4024.98541,N,00340.22382,W,0.048,,010218,,,D*78
$GNRMC,211119.00,A,4024.98542,N,00340.22379,W,0.023,,010218,,,D*73
$GNRMC,211120.00,A,4024.98544,N,00340.22375,W,0.005,,010218,,,D*77
$GNRMC,211121.00,A,4024.98545,N,00340.22371,W,0.094,,010218,,,D*7B
$GNRMC,211122.00,A,4024.98549,N,00340.22367,W,0.171,,010218,,,D*79
$GNRMC,211123.00,A,4024.98552,N,00340.22363,W,0.011,,010218,,,D*71
$GNRMC,211124.00,A,4024.98557,N,00340.22360,W,0.023,,010218,,,D*71
$GNRMC,211125.00,A,4024.98558,N,00340.22357,W,0.048,,010218,,,D*76
$GNRMC,211126.00,A,4024.98559,N,00340.22354,W,0.023,,010218,,,D*7A
$GNRMC,211127.00,A,4024.98560,N,00340.22351,W,0.057,,010218,,,D*77
$GNRMC,211128.00,A,4024.98564,N,00340.22350,W,0.086,,010218,,,D*71
$GNRMC,211129.00,A,4024.98565,N,00340.22347,W,0.036,,010218,,,D*7C
$GNRMC,211130.00,A,4024.98569,N,00340.22344,W,0.031,,010218,,,D*7C
$GNRMC,211131.00,A,4024.98577,N,00340.22340,W,0.120,,010218,,,D*77
$GNRMC,211132.00,A,4024.98582,N,00340.22335,W,0.140,,010218,,,D*7A
$GNRMC,211133.00,A,4024.98590,N,00340.22332,W,0.086,,010218,,,D*74
$GNRMC,211134.00,A,4024.98597,N,00340.22329,W,0.126,,010218,,,D*75
$GNRMC,211135.00,A,4024.98600,N,00340.22326,W,0.058,,010218,,,D*7E
$GNRMC,211136.00,A,4024.98609,N,00340.22323,W,0.081,,010218,,,D*75
$GNRMC,211137.00,A,4024.98702,N,00340.22344,W,0.186,,010218,,,D*79
$GNRMC,211138.00,A,4024.98756,N,00340.22345,W,0.153,,010218,,,D*7E
$GNRMC,211139.00,A,4024.98768,N,00340.22338,W,0.024,,010218,,,D*79
$GNRMC,211140.00,A,4024.98767,N,00340.22326,W,0.087,,010218,,,D*7E
$GNRMC,211141.00,A,4024.98756,N,00340.22316,W,0.103,,010218,,,D*73
$GNRMC,211142.00,A,4024.98760,N,00340.22299,W,0.122,,010218,,,D*70
$GNRMC,211143.00,A,4024.98773,N,00340.22292,W,0.047,,010218,,,D*7A
$GNRMC,211144.00,A,4024.98781,N,00340.22286,W,0.075,,010218,,,D*74
$GNRMC,211145.00,A,4024.98790,N,00340.22274,W,0.165,,010218,,,D*78
$GNRMC,211146.00,A,4024.98794,N,00340.22263,W,0.145,,010218,,,D*7B
$GNRMC,211147.00,A,4024.98787,N,00340.22248,W,0.072,,010218,,,D*74
$GNRMC,211148.00,A,4024.98785,N,00340.22229,W,0.032,,010218,,,D*7A
$GNRMC,211149.00,A,4024.98785,N,00340.22216,W,0.030,,010218,,,D*75
$GNRMC,211150.00,A,4024.98783,N,00340.22202,W,0.083,,010218,,,D*76
$GNRMC,211151.00,A,4024.98778,N,00340.22192,W,0.024,,010218,,,D*74
$GNRMC,211152.00,A,4024.98767,N,00340.22181,W,0.089,,010218,,,D*7C
$GNRMC,211153.00,A,4024.98776,N,00340.22177,W,0.048,,010218,,,D*79
$GNRMC,211154.00,A,4024.98788,N,00340.22178,W,0.012,,010218,,,D*7F
$GNRMC,211155.00,A,4024.98794,N,00340.22176,W,0.018,,010218,,,D*77
$GNRMC,211156.00,A,4024.98798,N,00340.22177,W,0.036,,010218,,,D*75
$GNRMC,211157.00,A,4024.98797,N,00340.22180,W,0.019,,010218,,,D*7E
$GNRMC,211158.00,A,4024.98795,N,00340.22180,W,0.039,,010218,,,D*71
$GNRMC,211159.00,A,4024.98795,N,00340.22178,W,0.027,,010218,,,D*78
$GNRMC,211200.00,A,4024.98796,N,00340.22177,W,0.080,,010218,,,D*76
$GNRMC,211201.00,A,4024.98794,N,00340.22180,W,0.143,,010218,,,D*73
$GNRMC,211202.00,A,4024.98801,N,00340.22181,W,0.046,,010218,,,D*76
$GNRMC,211203.00,A,4024.98807,N,00340.22182,W,0.097,,010218,,,D*7E
$GNRMC,211204.00,A,4024.98815,N,00340.22185,W,0.087,,010218,,,D*7C
$GNRMC,211205.00,A,4024.98819,N,00340.22188,W,0.110,,010218,,,D*73
$GNRMC,211206.00,A,4024.98819,N,00340.22193,W,0.055,,010218,,,D*7A
$GNRMC,211207.00,A,4024.98816,N,00340.22198,W,0.009,,010218,,,D*76
$GNRMC,211208.00,A,4024.98813,N,00340.22202,W,0.041,,010218,,,D*70
$GNRMC,211209.00,A,4024.98811,N,00340.22206,W,0.017,,010218,,,D*74
$GNRMC,211210.00,A,4024.98805,N,00340.22210,W,0.033,,010218,,,D*78
$GNRMC,211211.00,A,4024.98825,N,00340.22218,W,0.149,,010218,,,D*7F
$GNRMC,211801.00,A,4024.98695,N,00340.23001,W,0.033,,010218,,,D*76
$GNRMC,211802.00,A,4024.98673,N,00340.22994,W,0.063,,010218,,,D*7C
$GNRMC,211803.00,A,4024.98674,N,00340.22987,W,0.105,,010218,,,D*79
$GNRMC,211804.00,A,4024.98668,N,00340.22980,W,0.046,,010218,,,D*72
$GNRMC,211805.00,A,4024.98666,N,00340.22971,W,0.016,,010218,,,D*76
$GLGSV,2,1,06,74,40,138,39,75,79,346,22,76,28,326,,84,28,034,26*63
$GNRMC,211806.00,A,4024.98680,N,00340.22958,W,0.245,,010218,,,D*72
$GLGSV,2,1,06,74,40,138,39,75,80,347,22,76,28,326,,84,28,034,26*64
$GNRMC,211807.00,A,4024.98691,N,00340.22946,W,0.296,,010218,,,D*72
$GLGSV,2,1,06,74,40,138,38,75,80,347,22,76,29,326,,84,28,034,25*67
$GNRMC,211808.00,A,4024.98697,N,00340.22934,W,0.088,,010218,,,D*73
$GLGSV,2,1,06,74,40,138,39,75,80,347,22,76,29,326,,84,28,034,25*66
$GNRMC,211809.00,A,4024.98693,N,00340.22923,W,0.174,,010218,,,D*72
$GLGSV,2,1,06,74,40,138,39,75,80,347,23,76,29,326,,84,28,034,25*67
$GNRMC,211810.00,A,4024.98707,N,00340.22906,W,0.142,,010218,,,D*74
$GNRMC,211811.00,A,4024.98712,N,00340.22896,W,0.026,,010218,,,D*7A
$GNRMC,211812.00,A,4024.98718,N,00340.22883,W,0.022,,010218,,,D*73
$GNRMC,211813.00,A,4024.98707,N,00340.22871,W,0.285,,010218,,,D*7E
$GNRMC,211814.00,A,4024.98712,N,00340.22858,W,0.088,,010218,,,D*79
$GNRMC,211815.00,A,4024.98705,N,00340.22847,W,0.207,,010218,,,D*75
$GNRMC,211816.00,A,4024.98701,N,00340.22836,W,0.206,,010218,,,D*75
$GNRMC,211817.00,A,4024.98701,N,00340.22818,W,0.202,,010218,,,D*7C
$GNRMC,211818.00,A,4024.98700,N,00340.22800,W,0.027,,010218,,,D*7E
$GNRMC,211819.00,A,4024.98704,N,00340.22783,W,0.041,,010218,,,D*7F
$GNRMC,211820.00,A,4024.98704,N,00340.22767,W,0.048,,010218,,,D*76
$GNRMC,211821.00,A,4024.98699,N,00340.22753,W,0.071,,010218,,,D*7F
$GNRMC,211822.00,A,4024.98699,N,00340.22736,W,0.081,,010218,,,D*70
$GNRMC,211823.00,A,4024.98703,N,00340.22718,W,0.183,,010218,,,D*7C
$GNRMC,211824.00,A,4024.98707,N,00340.22700,W,0.074,,010218,,,D*7F
$GNRMC,211825.00,A,4024.98707,N,00340.22684,W,0.079,,010218,,,D*7E
$GNRMC,211826.00,A,4024.98709,N,00340.22668,W,0.064,,010218,,,D*7D
$GNRMC,211827.00,A,4024.98712,N,00340.22651,W,0.126,,010218,,,D*7B
$GNRMC,211828.00,A,4024.98716,N,00340.22635,W,0.043,,010218,,,D*70
$GNRMC,211829.00,A,4024.98718,N,00340.22624,W,0.125,,010218,,,D*7E
$GNRMC,211830.00,A,4024.98719,N,00340.22612,W,0.162,,010218,,,D*71
$GNRMC,211831.00,A,4024.98722,N,00340.22597,W,0.085,,010218,,,D*7E
$GNRMC,211832.00,A,4024.98732,N,00340.22582,W,0.049,,010218,,,D*78
$GNRMC,211833.00,A,4024.98732,N,00340.22569,W,0.283,,010218,,,D*78
$GNRMC,211834.00,A,4024.98740,N,00340.22555,W,0.227,,010218,,,D*7B
$GLGSV,2,1,06,74,40,138,40,75,80,347,20,76,29,326,19,84,28,034,18*6C
$GNRMC,211835.00,A,4024.98757,N,00340.22540,W,0.081,,010218,,,D*76
$GNRMC,211836.00,A,4024.98769,N,00340.22525,W,0.048,,010218,,,D*7E
$GNRMC,211837.00,A,4024.98770,N,00340.22512,W,0.119,,010218,,,D*76
$GNRMC,211838.00,A,4024.98775,N,00340.22500,W,0.062,,010218,,,D*72
$GNRMC,211839.00,A,4024.98778,N,00340.22488,W,0.149,,010218,,,D*77
$GNRMC,211840.00,A,4024.98780,N,00340.22476,W,0.203,,010218,,,D*72
$GNRMC,211841.00,A,4024.98777,N,00340.22466,W,0.174,,010218,,,D*79
$GNRMC,211842.00,A,4024.98776,N,00340.22456,W,0.138,,010218,,,D*70
$GNRMC,211843.00,A,4024.98782,N,00340.22446,W,0.050,,010218,,,D*74
$GLGSV,2,1,06,74,40,138,39,75,80,347,18,76,29,326,20,84,28,034,21*69
$GNRMC,211844.00,A,4024.98781,N,00340.22438,W,0.032,,010218,,,D*7D
$GNRMC,211845.00,A,4024.98781,N,00340.22428,W,0.224,,010218,,,D*78
$GNRMC,211846.00,A,4024.98775,N,00340.22420,W,0.369,,010218,,,D*70
$GNRMC,211847.00,A,4024.98771,N,00340.22412,W,0.371,,010218,,,D*7D
$GNRMC,211848.00,A,4024.98766,N,00340.22405,W,0.142,,010218,,,D*70
$GNRMC,211849.00,A,4024.98774,N,00340.22397,W,0.072,,010218,,,D*7C
$GNRMC,211850.00,A,4024.98782,N,00340.22389,W,0.034,,010218,,,D*70
$GNRMC,211851.00,A,4024.98783,N,00340.22381,W,0.060,,010218,,,D*79
$GNRMC,211852.00,A,4024.98790,N,00340.22373,W,0.089,,010218,,,D*72
$GNRMC,211853.00,A,4024.98793,N,00340.22365,W,0.042,,010218,,,D*70
$GNRMC,211854.00,A,4024.98793,N,00340.22358,W,0.171,,010218,,,D*78
$GNRMC,211855.00,A,4024.98796,N,00340.22351,W,0.100,,010218,,,D*73
$GNRMC,211856.00,A,4024.98804,N,00340.22345,W,0.039,,010218,,,D*7A
$GNRMC,211857.00,A,4024.98805,N,00340.22339,W,0.100,,010218,,,D*7A
$GNRMC,211858.00,A,4024.98795,N,00340.22335,W,0.062,,010218,,,D*7A
$GNRMC,211859.00,A,4024.98782,N,00340.22330,W,0.050,,010218,,,D*79
$GNRMC,211900.00,A,4024.98769,N,00340.22327,W,0.095,,010218,,,D*7E
$GNRMC,211901.00,A,4024.98760,N,00340.22324,W,0.048,,010218,,,D*75
$GNRMC,211902.00,A,4024.98750,N,00340.22320,W,0.122,,010218,,,D*7C
$GNRMC,211903.00,A,4024.98743,N,00340.22316,W,0.039,,010218,,,D*71
$GNRMC,211904.00,A,4024.98737,N,00340.22313,W,0.043,,010218,,,D*7D
